RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Latitude,Longitude
86,,,2009-08-10,2009-08-10,D,2009-08-10,NHMSYS0000456969,Castanea sativa,S334918,233423,191855,OSI,100,,"Westfield, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Sweet Chestnut,Chestnuts,,
87,,,2009-09-21,2009-09-21,D,2009-09-21,NHMSYS0000456969,Castanea sativa,X105994,210543,99483,OSI,100,,"Cappoquin House, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Sweet Chestnut,Chestnuts,,
88,,,2009-10-13,2009-10-13,D,2009-10-13,NHMSYS0000456969,Castanea sativa,M746395,174635,239581,OSI,100,,"Clonbrock, Ballinasloe, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Sweet Chestnut,Chestnuts,-8.382640387152144,53.40525913173283
89,,,2009-10-26,2009-10-26,D,2009-10-26,NHMSYS0000456969,Castanea sativa,N747783,274706,278345,OSI,100,,"Zephyr Lodge, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,Sweet Chestnut,Chestnuts,-6.868415781192262,53.74912987766747
90,,,2009-08-10,2009-08-10,D,2009-08-10,NHMSYS0000456969,Castanea sativa,S421854,242164,185488,OSI,100,,"Blackhills, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Sweet Chestnut,Chestnuts,,
91,,,2009-09-01,2009-09-01,D,2009-09-01,NHMSYS0000456969,Castanea sativa,O205166,320531,216673,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweet Chestnut,Chestnuts,-6.198108476611563,53.18648080050815
92,,,2009-09-18,2009-09-18,D,2009-09-18,NHMSYS0000456969,Castanea sativa,R450615,145010,161503,OSI,100,,"Bunratty House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,Sweet Chestnut,Chestnuts,,
93,,,2009-08-14,2009-08-14,D,2009-08-14,NHMSYS0000456969,Castanea sativa,T012702,301285,170213,OSI,100,,"Ballyraheen, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweet Chestnut,Chestnuts,,
94,,,2009-08-11,2009-08-11,D,2009-08-11,NHMSYS0000456969,Castanea sativa,T279965,327910,196511,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweet Chestnut,Chestnuts,,
95,,,2009-07-23,2009-07-23,D,2009-07-23,NHMSYS0000456969,Castanea sativa,S716628,271697,162875,OSI,100,,"Dunleckney Farm, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Pollard,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,Sweet Chestnut,Chestnuts,,
96,,,2009-08-04,2009-08-04,D,2009-08-04,NHMSYS0000456969,Castanea sativa,T196776,319633,177669,OSI,100,,"Ballyarthur House, Co.Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sweet Chestnut,Chestnuts,,
97,,,2009-09-16,2009-09-16,D,2009-09-16,NHMSYS0000456969,Castanea sativa,R971156,197152,115652,OSI,100,,"Shanbally Castle, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Sweet Chestnut,Chestnuts,,
99,,,2009-10-02,2009-10-02,D,2009-10-02,NHMSYS0000456969,Castanea sativa,R417568,141733,156864,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Sweet Chestnut,Chestnuts,,
100,,,2009-10-02,2009-10-02,D,2009-10-02,NHMSYS0000456969,Castanea sativa,R417568,141729,156850,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Sweet Chestnut,Chestnuts,,
101,,,2009-10-02,2009-10-02,D,2009-10-02,NHMSYS0000456969,Castanea sativa,R417568,141742,156817,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Sweet Chestnut,Chestnuts,,
102,,,2009-10-19,2009-10-19,D,2009-10-19,NHMSYS0000456969,Castanea sativa,N293659,229353,265963,OSI,100,,"Rockfield House, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,Sweet Chestnut,Chestnuts,-7.557732613603245,53.64224928557688
103,,,2009-08-31,2009-08-31,D,2009-08-31,NHMSYS0000456969,Castanea sativa,S180542,218012,154282,OSI,100,,"Littleton, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Sweet Chestnut,Chestnuts,,
104,,,2009-09-18,2009-09-18,D,2009-09-18,NHMSYS0000456969,Castanea sativa,R856717,185613,171733,OSI,100,,"Kilboy, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Sweet Chestnut,Chestnuts,,
105,,,2009-09-18,2009-09-18,D,2009-09-18,NBNSYS0200003452,Catalpa bignonioides,M439051,143970,205177,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Fallen dead,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Southern Catalpa,Catalpas,-8.838132546428955,53.09383423126904
108,,,2009-09-15,2009-09-15,D,2009-09-15,NHMSYS0000457002,Cedrus deodara,S145201,214523,120191,OSI,100,,"Knocklofty House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Deodar Cedar,Cedars,,
109,,,2009-09-03,2009-09-03,D,2009-09-03,NHMSYS0000457003,Cedrus libani,N954388,295498,238813,OSI,100,,"Carton Estate, Maynooth, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Avenue,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,Cedar of Lebanon,Cedars,-6.566787970899556,53.390974874975136
110,,,2009-10-19,2009-10-19,D,2009-10-19,NHMSYS0000457003,Cedrus libani,N099801,209950,280182,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,Cedar of Lebanon,Cedars,-7.850600251298693,53.77055311734009
111,,,2009-10-19,2009-10-19,D,2009-10-19,NHMSYS0000457003,Cedrus libani,N099800,209917,280091,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,Cedar of Lebanon,Cedars,-7.850603449216318,53.76965468543631
112,,,2009-10-19,2009-10-19,D,2009-10-19,NHMSYS0000457003,Cedrus libani,N099799,209978,279991,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,Cedar of Lebanon,Cedars,-7.850606646960789,53.76875625339687
113,,,2009-09-11,2009-09-11,D,2009-09-11,NHMSYS0000457003,Cedrus libani,H722416,272268,341693,OSI,100,,"Castle Leslie, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Monaghan,Cedar of Lebanon,Cedars,-6.9370676276676635,52.521407418505774
114,,,2009-09-07,2009-09-07,D,2009-09-07,NHMSYS0000457003,Cedrus libani,S467227,246705,122702,OSI,100,,"Kildalton College, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,Cedar of Lebanon,Cedars,,
115,,,2009-09-15,2009-09-15,D,2009-09-15,NHMSYS0000457003,Cedrus libani,S244244,224467,124489,OSI,100,,"Newtownanner House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Cedar of Lebanon,Cedars,,
116,,,2009-10-05,2009-10-05,D,2009-10-05,NHMSYS0000457003,Cedrus libani,N961918,296119,291847,OSI,100,,"Red House, Co. Louth",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Louth,Cedar of Lebanon,Cedars,-6.5399219747236215,53.86687689797348
118,,,2009-08-25,2009-08-25,D,2009-08-25,NHMSYS0000457003,Cedrus libani,N917776,291718,277663,OSI,100,,"Tankardstown House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,Cedar of Lebanon,Cedars,-6.611007813163677,53.74013259738436
119,,,2009-10-02,2009-10-02,D,2009-10-02,NHMSYS0000457003,Cedrus libani,R473460,147336,146063,OSI,100,,"Adare Manor Hotel and Golf Club, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Cedar of Lebanon,Cedars,,
121,,,2009-09-15,2009-09-15,D,2009-09-15,NHMSYS0000457113,Chamaecyparis lawsoniana,S277229,227728,122950,OSI,100,,"Gurteen le Poer, Kilsheelan, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Lawson Cypress,False Cypresses,,
122,,,2009-10-02,2009-10-02,D,2009-10-02,NHMSYS0000457113,Chamaecyparis lawsoniana,R134361,113476,136191,OSI,100,,"Templeathea, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Allumii,Limerick,Lawson Cypress,False Cypresses,,
123,,,2009-10-06,2009-10-06,D,2009-10-06,NHMSYS0000457113,Chamaecyparis lawsoniana,N100938,210099,293893,OSI,100,,"Lough Rinn Hotel, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Erecta,Leitrim,Lawson Cypress,False Cypresses,-7.848639474832174,53.89363509401362
124,,,2009-08-07,2009-08-07,D,2009-08-07,NHMSYS0000457113,Chamaecyparis lawsoniana,T244882,324411,188283,OSI,100,,"Kilmacurragh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Kilmacurragh,Wicklow,Lawson Cypress,False Cypresses,,
